# number of     number of    -1 for 
# observations  parameters  left truncated
0.227748  1    -1.1629 1.60882 -0.185987 0.839577 -0.17052
4.01997  1    -2.18788 0.078268 0.611282 -0.309754 1.77988
8.66281  1    -0.90735 -0.246865 0.876114 0.981026 1.87027
0.363025  1    -0.78956 0.838455 0.881924 -0.0224423 0.541618
0.941188  1    -2.46845 0.492438 1.30052 -0.00152209 0.318883
6.78108  1    -0.681817 1.08314 0.546359 1.62108 2.5721
1.58905  1    0.256755 0.256375 1.52638 1.69033 0.0581274
2.24178  1    -0.876871 0.675799 0.38624 -0.946384 1.61344
5.6796  1    -0.112757 1.42244 -0.286564 1.1962 1.54866
2.40393  1    -1.60975 0.671687 2.37383 1.03933 0.457955
0.25029  1    -1.8285 1.73263 0.0859945 0.839362 -0.456321
3.56094  1    -1.07483 0.446296 0.143398 1.47064 1.26321
4.53479  1    -1.08561 -0.588134 0.512171 1.03934 1.16716
0.918022  1    -0.52194 0.853633 -1.10759 -0.55589 0.815297
0.917163  1    -0.40999 1.08382 0.0710715 0.159839 1.04936
1.12174  1    0.843573 0.363328 -0.547435 2.16039 0.774865
0.50064  1    -1.23164 0.0538769 0.199087 0.523924 -0.151914
5.20427  1    -1.05855 0.874626 1.6046 1.5291 1.96952
5.04475  1    -0.302038 -0.270821 -0.277296 0.965834 2.32628
0.925273  1    -0.494144 0.64236 1.36879 0.100095 0.757364
2.50166  1    -0.907063 2.52684 -2.06364 1.63559 0.749402
3.35331  1    -2.95577 -1.0906 0.00763342 -0.875018 1.93132
2.42967  1    -0.945245 0.906119 -0.667851 1.73339 0.104332
2.98625  1    0.156381 0.800384 1.01272 0.624942 2.83889
0.451  1    -2.27891 0.60342 -1.00069 0.209519 0.685625
3.29642  1    -0.67907 0.610566 -0.0532968 -0.292394 2.12903
6.18607  1    -1.61373 0.493521 -0.595239 1.88783 0.897534
0.0178525  1    0.266335 -0.101293 1.18086 -1.03752 1.5345
2.75624  1    -1.23407 1.51326 -0.460711 0.0369396 0.26914
5.62947  1    -0.86089 -0.169805 -1.18977 0.060146 2.53291
2.07462  1    -0.638425 1.0804 -1.10598 0.307321 1.84713
0.521403  1    -1.71703 -0.984137 2.04968 2.53586 -0.825901
1.99441  1    -1.33478 2.29216 -0.71952 -2.04541 0.589102
0.247321  1    -0.441421 0.514945 0.974007 0.226238 0.253615
1.55604  1    -0.739895 -0.244731 -0.0614265 2.23122 0.435614
0.770001  1    0.316455 -0.829906 1.73997 1.87133 0.134997
0.842067  1    0.285129 1.34238 0.51542 1.53622 0.960022
1.41654  1    -1.09784 0.195482 -0.715234 0.164838 0.362916
2.77608  1    0.524033 0.308402 1.16944 0.469875 1.92819
11.3028  1    -2.47496 0.0550183 -0.519955 2.15582 1.57808
1.36428  1    -1.11737 -0.50803 -0.481663 1.8902 0.838327
0.120872  1    -1.4282 -1.50487 -0.712725 0.755673 0.230749
6.71657  1    -1.17638 -0.910371 1.07804 2.37878 2.33708
0.432531  1    -0.755903 0.131604 0.477112 0.20997 0.365072
1.39374  1    -0.94224 1.99482 0.555243 -0.859067 0.330719
1.05947  1    -2.46231 1.31619 -0.0152143 0.349891 -0.546906
1.23987  1    -1.19173 2.32358 -1.50927 0.302691 -0.481469
1.31196  1    -0.204299 1.78464 -1.58886 -0.0102692 1.22655
0.20917  1    -0.653552 0.139175 0.96565 -0.745838 1.40368
0.337721  1    -0.715677 1.17981 -1.09903 0.344979 0.627621
0.616983  1    0.899623 -0.598186 2.37006 0.425438 2.09953
2.81212  1    0.0643939 0.886915 -0.899169 0.825744 0.861845
3.46141  1    -0.27173 1.46152 -0.1924 1.17284 0.208176
0.327228  1    -0.514609 -0.599369 -0.23836 0.352809 0.757424
1.311  1    -0.875225 -0.709691 0.151794 2.34387 1.72866
4.77428  1    -1.78125 2.07378 0.0859666 0.496244 0.663482
3.13282  1    -1.53525 0.781167 0.0120325 0.39119 1.26506
3.61819  1    -0.670157 1.44722 -1.42952 1.16294 0.304687
2.76577  1    -1.46498 0.875308 -0.126878 0.0706217 1.13092
0.77858  1    -2.08653 -1.4198 1.41962 1.30215 -0.502023
0.333987  1    -0.709663 -0.0200877 -0.509919 1.78453 -0.674613
2.93636  1    -1.53446 0.264692 0.820588 0.957998 0.755399
6.16269  1    0.669406 0.850716 -0.2496 2.36799 2.42307
1.10001  1    0.491557 0.311177 -0.412212 0.632483 1.51411
0.160695  1    -1.18063 -0.70674 0.325109 0.0793485 1.47578
3.5898  1    0.0878968 0.505205 -0.255427 1.52518 0.919208
1.48875  1    -0.241008 2.00283 0.00759103 -0.0991037 -0.236978
3.14945  1    -0.895573 1.49377 0.299951 0.516644 1.38559
0.511788  1    0.129156 1.9512 0.803298 0.565216 1.50711
3.00088  1    -1.80086 2.09901 -1.50765 -0.341729 1.05639
4.48991  1    -1.06044 -0.477844 -1.78031 1.65182 2.20877
0.0867056  1    -0.499109 1.32073 -0.281895 0.195779 0.875918
1.20356  1    0.55139 0.958216 0.652687 1.36603 1.89491
0.257988  1    0.485134 -0.162989 1.07855 -0.615328 0.616962
8.37084  1    -1.69677 -0.637847 0.495165 2.07354 1.4735
3.18665  1    -1.05589 1.65754 0.915704 0.353356 0.869644
0.241741  1    -0.583975 1.1645 0.531216 2.07829 0.475856
0.127869  1    -1.47958 -0.399291 -1.4799 -0.739361 0.475579
5.35027  1    -2.0006 1.27414 -0.800206 2.23029 0.320341
0.830684  1    -0.444374 0.213265 -0.663764 0.963561 -0.416847
3.44376  1    -0.874034 -0.480065 0.496939 1.40083 1.49649
7.19588  1    -0.768741 1.22584 0.849824 2.28129 1.39238
0.292806  1    -1.57562 1.26955 -2.0627 0.221772 0.215261
4.75765  1    0.515114 1.29521 -0.409792 0.473289 2.10303
2.08303  1    0.40271 -0.712507 0.191228 0.639997 1.97663
0.62137  1    -0.501118 1.19146 -2.13687 2.40437 -0.468248
0.484294  1    -0.231087 0.0392564 -1.56927 1.18158 0.921449
4.06516  1    -0.39947 -3.06726 1.07629 0.0367162 1.88746
5.58319  1    -0.723309 -0.609441 -0.725687 0.742884 2.82217
1.42566  1    -0.0833528 -2.27049 -0.178682 0.445196 1.92372
2.62203  1    -1.1899 -1.88043 -0.435041 0.366696 1.21981
0.0282265  1    -1.34666 -0.543305 0.0374726 1.1862 0.562975
1.42147  1    -0.214921 0.00156217 -0.869928 0.371948 0.595019
2.9392  1    0.464884 1.80855 0.823727 0.757277 0.827231
2.28153  1    -0.69081 -0.362136 0.628228 0.495076 1.35773
3.11206  1    -0.976242 -0.757966 -0.954412 0.247038 1.09743
1.76378  1    -1.31863 -1.20937 -0.16526 -0.584517 1.43813
3.2437  1    -1.70487 -0.59154 -1.47318 -0.457601 1.55188
0.464494  1    0.500072 0.845207 1.52615 1.57699 0.266517
2.57843  1    -1.10574 -1.22447 0.955965 1.52808 0.14809
0.226856  1    0.425128 1.23524 0.956805 0.276413 1.4081
3.32388  1    -0.610483 -0.671296 -1.11967 0.2393 1.30068
0.119196  1    -1.995 -0.821543 -0.654968 1.15852 -1.2258
4.00773  1    -0.140486 -0.532603 -1.01472 1.46717 0.62959
2.76723  1    -1.74486 0.040124 0.607631 1.06371 1.60344
1.05458  1    -0.180232 -0.353345 0.0398359 -0.137813 1.72727
2.75619  1    -0.789668 0.378199 -0.606995 0.39836 1.48688
1.27504  1    -0.0287401 0.0549337 -0.795259 -0.838623 0.735046
4.87295  1    -2.48317 1.48637 1.07028 2.10875 -0.391463
1.91064  1    0.0905102 -0.925373 0.941087 0.691618 1.22242
0.218431  1    0.196997 -1.44614 0.765895 1.38864 1.03587
9.16531  1    -0.687845 0.19347 1.43442 0.102402 2.87398
5.93974  1    -1.55026 2.32628 -1.58539 1.34141 0.905265
3.1194  1    1.64705 0.410969 0.29651 1.17824 2.19991
1.49831  1    0.76648 -0.945665 -0.437888 1.19234 1.04319
4.30787  1    -2.73135 0.713468 -1.77326 1.55419 -0.064248
1.16613  1    -1.40391 0.956833 0.186752 -1.07263 1.36666
3.67361  1    -0.414737 -0.0779675 -0.807729 0.132403 1.06497
0.724683  1    -0.749069 0.641799 -0.908883 0.257466 -0.0261182
1.18433  1    -0.138234 1.24975 -0.581443 1.37646 -0.1154
5.9928  1    -1.20565 -1.15201 -0.69649 1.80738 1.90326
1.54786  1    -1.57227 -0.21553 0.523587 1.26933 -0.310365
1.45546  1    -0.947247 1.67899 0.573874 -0.163795 1.68716
1.43087  1    -0.545562 0.767926 -0.607707 0.310423 1.21379
0.451653  1    -0.671073 -0.554859 -0.000635464 -1.1902 1.02122
2.372  1    -2.05267 -0.178405 -2.13113 0.651139 0.410897
1.60302  1    1.13262 0.622046 -1.13003 0.714994 1.74937
4.26827  1    -0.846536 1.67929 -0.388708 0.207257 1.50215
2.37695  1    -0.191953 -1.44558 0.0223125 0.00916699 1.82114
0.353978  1    -0.324715 -0.250969 -1.06388 2.40429 0.28852
1.59272  1    -1.20142 -0.568745 -0.814058 -0.543422 1.60044
0.562549  1    -0.946454 0.145267 0.777071 1.88755 -0.426029
2.16628  1    -1.05342 0.0310777 -0.526721 0.566124 1.37788
1.14297  1    -1.00728 -0.878336 -0.304521 1.05371 -0.525334
4.76697  1    -1.40962 0.673891 -0.284783 0.883335 0.168439
0.570824  1    1.19146 -0.556785 -0.457361 -0.220525 2.15636
0.195192  1    -0.962368 -0.178467 -0.396876 1.67892 -0.033716
2.27396  1    -1.29797 0.34242 -0.436721 0.605891 0.585802
4.08202  1    -1.36934 0.112436 0.0517446 0.561102 1.09568
0.803192  1    1.43182 -0.408172 0.874673 1.28885 1.96765
0.0590013  1    -1.7625 -1.68525 -1.38193 0.478193 0.80517
0.991581  1    -1.67045 -1.02444 1.36712 1.66556 0.400553
1.20147  1    -1.66559 2.26828 -1.0185 0.487987 0.703231
0.509762  1    -0.0572889 1.97677 -0.581579 -0.211818 0.231993
4.03112  1    -2.08165 -3.07902 1.13307 1.36265 0.719399
5.2904  1    -1.02177 0.665371 -1.26862 -0.409226 1.78021
6.21904  1    -1.66819 -1.2839 1.16515 1.82272 0.581849
1.63828  1    1.22516 -0.170738 0.299179 1.96847 2.15096
1.06097  1    -1.15651 0.799317 -0.90866 3.32901 0.00491036
1.88401  1    -0.79484 2.24187 -0.336619 -0.263081 0.846915
3.54181  1    -2.09842 0.946651 0.00276583 -0.240883 1.53467
2.45286  1    0.354268 -0.979905 -1.10395 1.34942 1.25648
2.77535  1    0.759135 0.47547 0.93721 0.734996 1.98395
3.47843  1    0.60847 -1.36181 -0.00857607 1.02277 2.43495
1.16549  1    -1.26123 0.403887 0.191181 1.27086 -0.160994
6.8393  1    -0.683805 2.02169 0.836719 0.0826917 2.93627
0.43205  1    -0.629387 0.604091 0.232758 0.179915 0.513958
4.64309  1    -3.00859 0.734867 -0.992252 0.0135941 0.582553
2.88999  1    -0.590831 -0.725242 0.892517 0.776014 1.28399
3.55804  1    -0.299013 0.566954 0.649569 0.643138 0.994799
2.91418  1    -0.865709 -0.410041 -1.97818 1.90267 0.507678
0.165663  1    0.862434 -0.224859 0.578145 1.78032 1.67985
1.37535  1    0.835141 1.58683 0.809882 0.545831 0.259729
1.34497  1    1.32395 -2.12831 0.62175 2.49605 1.7349
4.61322  1    0.0101948 -0.749083 -0.110406 2.48225 1.67042
1.7008  1    0.59195 1.89926 0.686918 0.922366 0.932858
5.58044  1    -1.48823 0.602745 0.0672821 1.05936 1.65469
0.0157948  1    -1.65083 -0.0652459 -0.945441 1.38526 -0.778453
1.68073  1    0.938851 -0.0504967 -0.509309 1.43232 1.40201
2.5093  1    -1.02243 1.7145 -0.835981 0.178085 0.437086
2.89686  1    -1.08216 0.941425 -0.0323625 0.919331 0.054624
2.48665  1    -1.9237 0.913821 -0.316045 0.565668 1.27449
1.25195  1    -0.398254 -0.160317 1.61736 1.4454 0.0473529
4.11783  1    -1.07258 0.933022 -0.00264045 2.61091 -0.310311
2.84009  1    0.749522 -0.292523 0.286348 1.2688 2.27639
0.85617  1    0.279011 1.62362 1.45566 -0.0289742 0.810767
2.89632  1    -1.923 1.41577 1.41351 0.89205 -0.40827
0.964759  1    -1.82471 1.80812 0.0310854 -0.0049148 -0.490039
0.031482  1    -0.907219 0.750467 -0.683643 0.73847 0.181383
1.48328  1    0.671664 0.0979434 -0.303219 1.84113 1.58507
2.36292  1    0.157739 -0.229876 -1.26624 1.62114 1.17551
5.5622  1    0.148913 -1.19035 0.083414 0.836313 2.48963
6.96961  1    -0.382613 2.77056 0.719848 0.723555 2.31138
0.0857794  1    2.00663 0.114409 -0.314591 -0.397138 2.91296
0.930177  1    -2.11635 0.800495 -1.05345 -0.107356 -1.34551
7.33961  1    0.106507 -0.830345 0.211973 2.21908 2.75061
3.02768  1    -0.646319 1.0066 0.0443972 1.44856 0.811558
0.287968  1    -0.367719 0.787412 1.79417 1.02364 0.0653955
2.62591  1    -0.385543 0.0638479 1.18112 1.76787 0.774318
1.42112  1    -1.44409 0.419373 1.05032 -0.323705 1.19309
3.16578  1    -2.40868 -1.33814 -0.325395 0.84998 0.704599
3.71544  1    -0.506029 1.31096 0.282665 0.246168 0.631307
0.674032  1    0.29358 -0.171531 -0.360534 -0.518841 2.38058
1.50664  1    0.193915 0.13813 -0.828402 1.06607 1.08071
1.83153  1    -1.52156 0.109105 -1.20332 2.421 -0.585397
0.724202  1    -0.605694 -0.937354 0.446619 1.0978 -0.237924
0.320343  1    -1.54122 -1.09009 -2.09977 0.766993 -0.0257948
5.8351  1    0.568675 -0.811569 2.56806 2.94221 2.20602
2.0878  1    -0.715897 1.48123 0.995671 -0.956619 2.13648
0.454082  1    -0.737918 -1.12345 -1.23443 1.40703 0.510203
0.879632  1    -0.91381 0.108097 1.79399 1.24506 1.82719
4.31962  1    1.0314 0.0738505 -0.094136 1.15021 1.60449
0.31458  1    -0.563556 -1.13181 0.422188 0.37905 0.664403
0.726496  1    0.369059 -2.0454 0.133731 0.265325 2.67192
4.74907  1    -0.694381 0.628463 -0.96402 1.3159 1.25436
2.43891  1    -0.603641 0.699972 0.366367 -0.378482 0.788409
1.9939  1    0.0796189 -0.723782 0.942596 0.702607 1.35547
0.520663  1    -1.34665 0.914733 1.97269 0.867419 -0.0398745
4.33192  1    -0.276362 -1.52233 1.30683 0.300593 2.15797
0.119936  1    -0.457183 1.50136 1.48197 0.440549 0.295537
3.96089  1    -1.18391 -0.132086 -0.890967 0.966898 1.46786
4.74866  1    -0.183286 -0.455036 -0.709696 0.119839 0.377363
1.87303  1    -1.74782 0.748581 -0.417551 1.18316 -0.465629
0.5424  1    -0.0548393 0.262871 -0.154487 1.09071 0.813138
6.57548  1    -1.30443 1.13516 -0.0168735 0.278221 1.27052
0.0729962  1    0.195573 0.508192 1.15297 1.75033 0.0618955
6.5531  1    0.185598 0.485497 -0.544229 1.50525 2.43078
6.31902  1    -1.05583 0.749956 -1.43045 0.52328 2.06998
3.8241  1    0.893994 0.91794 0.0359128 1.38621 1.39697
3.5445  1    -1.29302 0.974693 1.13001 0.684365 0.272163
4.15387  1    -0.599165 0.69101 -0.508199 0.336373 2.23508
1.12195  1    -1.36981 -0.497377 -2.30916 2.02541 0.357278
2.3502  1    -1.09252 -0.550654 0.467973 0.252689 1.2074
1.98543  1    -1.56993 0.320897 -1.2696 -0.619643 1.37016
0.292171  1    -1.09944 -0.786619 -0.0856941 0.783782 1.21507
1.62508  1    -0.467996 0.359817 1.86367 -0.579794 0.836389
2.65931  1    -0.629683 0.308721 -1.41394 -0.958339 1.39889
1.66828  1    0.449492 1.52705 0.16124 0.55583 1.5073
0.174078  1    -1.24249 0.719536 0.178238 0.00373784 0.313308
3.46978  1    -0.193291 -0.471568 0.861061 1.19548 1.21369
0.0961863  1    0.647918 0.483576 -0.0946181 1.38341 1.36317
0.0783149  1    -0.255053 0.702381 0.350967 -0.0420368 1.31869
3.29472  1    -1.13294 -0.347522 0.657984 0.234329 1.4169
3.96692  1    -0.713355 0.437432 0.62204 -0.0170138 1.67916
0.413303  1    -1.00416 -0.135746 2.3986 1.02276 1.32272
3.77446  1    0.0792518 -1.02868 -0.516313 0.932264 2.39777
0.837463  1    -0.889464 -0.705576 -0.466793 0.868165 -0.314677
3.77355  1    -0.186747 0.744874 0.73071 1.75653 0.658282
1.25986  1    -2.16969 -2.40413 -0.222754 0.631394 -0.638644
5.50549  1    -2.05573 1.15705 0.667023 -1.30226 0.511619
3.88837  1    -0.731692 0.044689 -1.53049 1.40361 0.121502
4.47757  1    -1.22689 -0.689728 1.26124 0.991895 1.11396
2.1024  1    -0.960106 0.614241 -0.888956 -0.598871 0.755196
2.26678  1    -0.407451 -0.742421 -0.489993 -0.439434 1.67525
1.86815  1    0.926114 0.168371 0.548581 -1.08208 3.13844
0.125304  1    -0.477671 2.72102 0.27651 1.08725 0.0140597
4.51984  1    -0.046375 1.16268 0.898041 2.09595 0.914206
2.81306  1    -1.09984 0.328547 0.546389 0.533038 -0.379406
2.48154  1    -0.608933 0.862936 -0.713398 0.892169 0.609804
8.72799  1    0.562191 -1.37631 0.569223 0.783847 3.77017
3.63616  1    -1.37476 -0.962439 0.0184433 0.552288 1.18339
6.26743  1    -1.92305 1.58125 -2.23537 1.80972 -0.0385863
5.45925  1    -2.57985 0.13391 -1.86646 0.750633 0.490102
1.69742  1    0.188779 0.933275 0.126578 2.09458 0.169977
1.85868  1    -1.49897 0.96452 -0.580531 -1.20647 1.15767
1.63304  1    1.26187 -1.57323 0.542819 1.12852 2.06701
3.12436  1    0.087576 1.66176 -2.69915 1.60041 1.85056
2.67762  1    -2.41716 0.888142 0.367835 2.2866 -1.05833
5.3661  1    -0.130826 2.44384 1.55142 1.28905 0.855283
1.95444  1    -1.51336 -0.502453 -0.343989 0.00693595 1.22831
3.24203  1    0.571679 0.877235 -1.20094 0.247249 1.95796
0.498652  1    -1.15428 0.850278 1.95106 0.225385 0.858397
0.481751  1    1.58677 2.96113 -1.05397 -1.20869 2.27532
5.29673  1    0.806465 0.659237 -0.545094 1.32075 2.04272
2.06577  1    -1.19443 1.22317 0.506788 1.39285 -0.212181
0.462699  1    1.02275 -0.416937 -0.501691 0.785024 2.19404
2.68826  1    0.0466575 2.13288 -0.679631 -0.436829 1.43342
2.40675  1    1.78392 0.912527 -0.0189157 1.55792 1.0094
2.91409  1    -1.49197 -0.271233 0.789904 0.0227163 1.33158
0.811079  1    -1.36083 -2.57913 -0.734676 1.68218 0.976186
5.50187  1    1.11609 1.68052 -0.506515 2.41949 1.79155
2.1567  1    -0.643153 0.100565 1.55472 0.952524 0.905698
0.33516  1    -0.203589 0.579618 0.801996 0.134423 0.453877
3.02933  1    -0.674341 -0.0394034 -0.0146885 0.668976 2.06483
2.38977  1    -0.527966 0.0853358 1.88496 0.395371 0.980661
2.73398  1    -0.531899 -0.817748 0.244368 0.539656 1.12215
6.44041  1    -3.63256 0.257363 -0.930138 -0.179185 0.765133
4.33698  1    -1.73836 -0.0526995 1.84301 -0.130487 0.909925
0.354429  1    -0.259834 -0.0761876 2.88976 0.649905 1.5995
0.812059  1    -1.24204 0.476476 -1.14176 1.12217 0.477915
0.994543  1    -0.299021 -1.40696 -0.291393 -0.807633 1.97688
9.77859  1    -2.28428 0.507139 -0.0487391 1.14861 2.13133
8.91257  1    -1.07573 -0.128613 0.177163 1.61111 1.79521
6.56423  1    -1.57907 -0.414094 0.796174 0.954971 0.751311
2.2674  1    -1.04195 0.0439321 0.799973 0.373046 -0.0619605
3.92927  1    -1.44163 0.292878 -0.200995 0.134999 1.43898
1.39278  1    -1.36504 2.02596 0.909086 1.21046 -0.38291
6.32271  1    0.313344 1.14148 -0.433059 0.545017 2.47032
0.862221  1    -0.959516 1.92916 0.390284 -0.712052 0.311103
1.83243  1    -0.254898 2.10741 -0.353143 0.920874 0.881824
2.60965  1    -1.36928 -0.753356 -1.38993 1.97521 0.73094
0.233084  1    -0.549239 0.839803 2.62449 0.950434 -0.138695
3.84867  1    -1.00404 2.37655 -0.0880426 0.616771 0.643555
2.79277  1    -1.23316 -0.308031 -0.40976 0.549209 1.14668
0.130831  1    -0.799245 -0.650785 -0.763024 0.1386 0.323689
5.68362  1    -1.06807 1.26393 3.17729 0.391321 1.52259
6.85837  1    -0.902734 0.137267 1.00423 1.40194 1.19614
0.357984  1    0.969384 -0.832578 1.61324 0.588628 0.813345
1.70102  1    -1.77603 -1.90421 0.727803 1.19474 -0.166619
1.84568  1    -1.02812 0.452036 -0.834668 -0.466125 0.820296
3.25075  1    -0.448124 -1.09026 -0.480923 0.496169 1.58625
1.16931  1    -0.848832 0.497314 0.705317 -0.979214 1.4703
2.20117  1    -1.23225 0.132238 -0.616346 2.62694 -0.176157
1.91529  1    -0.664908 0.490011 -0.0498275 1.62037 0.811644
0.705652  1    -0.102672 0.926871 -0.475179 -0.113428 1.67323
2.11463  1    -1.7436 -1.34597 0.523136 1.10477 -0.151723
1.95803  1    0.170744 1.10536 1.11583 1.02078 0.59387
0.0370513  1    -0.611738 0.11878 -0.405585 2.05913 0.279781
3.01698  1    -0.341565 -0.163834 0.19067 3.23791 -0.434401
0.0793732  1    -0.931917 0.241524 1.64097 1.34385 -0.742863
6.4753  1    -2.04766 0.0738999 0.483049 1.26879 1.49776
5.64781  1    -0.428775 1.66055 -0.436877 1.11484 1.58534
4.06548  1    -1.9261 -1.24677 1.35231 0.993279 1.45367
0.749442  1    0.21884 1.87606 2.03673 1.93189 1.04969
5.58494  1    -0.760066 -0.471903 -1.60391 0.444328 1.90897
0.36618  1    0.714412 1.29779 0.468184 1.09084 0.732995
0.0209844  1    0.310122 0.244779 0.365958 0.0575946 1.19429
2.6126  1    0.362337 -0.324426 -0.761548 0.606885 1.48565
2.70227  1    -0.990279 0.633149 0.489233 1.6836 1.06614
0.755728  1    -0.208402 -0.247533 -1.88081 0.94692 -0.29321
4.01039  1    0.170358 0.617041 -1.6491 0.502268 1.74682
0.122165  1    -0.745361 1.15606 1.67769 -0.324884 0.167522
2.45308  1    -0.801751 0.0676579 -0.426659 2.65951 0.889059
2.18627  1    0.208725 0.31722 1.17932 0.255001 2.19903
3.36276  1    -0.554342 0.595734 -0.337292 -1.26634 2.43023
2.46744  1    -1.35531 0.240534 -1.33875 0.160122 1.2377
1.88412  1    -1.12236 1.16619 -0.121469 1.1384 0.646093
2.81971  1    -0.694095 0.43903 -0.120749 -1.29512 1.76865
3.9348  1    -0.857218 0.673805 -1.41724 2.71786 0.684542
8.31347  1    0.462601 0.48157 -0.339017 0.107975 3.30536
2.55475  1    -0.566034 2.03725 -2.14246 0.589882 0.444125
0.457221  1    0.128275 0.439333 -1.29008 1.45672 -0.0143237
1.15811  1    0.120072 0.732649 -0.629899 0.631066 0.572496
1.59789  1    -0.811022 -0.425073 1.0272 1.93435 0.270762
0.350782  1    -0.724481 0.479794 -0.703288 0.131916 0.414744
0.922201  1    -0.95589 -2.01996 0.101874 2.0886 1.83197
0.0645058  1    -0.681004 0.160132 0.257322 1.20309 0.32314
1.57261  1    -1.90442 0.344798 1.41223 -1.53666 0.842815
3.46352  1    -0.651737 -0.110976 0.0228939 2.02573 1.17164
1.15218  1    -0.258423 0.177054 -0.019671 0.41065 0.913263
2.96733  1    -0.626338 -0.643403 0.381872 0.910424 0.682751
1.1893  1    -1.81141 -0.560781 0.453885 -0.0109077 0.592343
0.112522  1    -1.18298 1.09298 0.879827 0.88572 0.0283296
0.553645  1    0.0742542 -2.20263 -1.28756 1.31161 -0.209648
0.104021  1    0.154479 0.251449 0.552728 0.768732 0.0859502
1.27517  1    0.853726 -0.772004 -0.35716 1.47771 1.4698
4.11463  1    -0.475822 1.28486 -1.7425 0.334346 1.52217
2.80821  1    -1.23295 0.658418 -0.507529 0.354114 0.887769
0.149353  1    -0.786812 1.69608 0.589993 -0.680927 1.30432
0.383733  1    0.00618898 -0.109606 0.535788 0.349957 1.44751
0.395696  1    -1.28986 0.0985987 0.0457423 1.05998 0.454657
0.446445  1    -0.279119 -0.316638 -1.74797 -1.43905 2.47404
1.31277  1    -1.46374 0.610106 -1.5365 -0.143829 0.164024
3.82166  1    -1.77187 -1.19722 0.423818 0.999795 1.7223
0.58729  1    0.40932 1.91892 0.654618 1.68689 0.178183
